,dataset,algorithm,time_ms,instance
909,grupos,DP,0.032158,instancias/grupos/n_21-grupos_15-i_2.in
910,grupos,BT,11.9454,instancias/grupos/n_27-grupos_17-i_1.in
911,grupos,DP,0.057029,instancias/grupos/n_27-grupos_17-i_1.in
912,grupos,BT,22.1979,instancias/grupos/n_29-grupos_17-i_1.in
913,grupos,DP,0.069388,instancias/grupos/n_29-grupos_17-i_1.in
914,grupos,BT,1.91876,instancias/grupos/n_23-grupos_19-i_2.in
915,grupos,DP,0.058464,instancias/grupos/n_23-grupos_19-i_2.in
916,grupos,BT,0.007951,instancias/grupos/n_7-grupos_1-i_0.in
917,grupos,DP,0.003003,instancias/grupos/n_7-grupos_1-i_0.in
918,grupos,BT,2.23619,instancias/grupos/n_23-grupos_3-i_0.in
919,grupos,DP,0.017738,instancias/grupos/n_23-grupos_3-i_0.in
920,grupos,BT,0.97195,instancias/grupos/n_19-grupos_3-i_0.in
921,grupos,DP,0.011108,instancias/grupos/n_19-grupos_3-i_0.in
922,grupos,BT,0.82709,instancias/grupos/n_20-grupos_14-i_2.in
923,grupos,DP,0.032414,instancias/grupos/n_20-grupos_14-i_2.in
924,grupos,BT,0.039562,instancias/grupos/n_11-grupos_9-i_2.in
925,grupos,DP,0.007821,instancias/grupos/n_11-grupos_9-i_2.in
926,grupos,BT,0.226863,instancias/grupos/n_17-grupos_2-i_2.in
927,grupos,DP,0.00899,instancias/grupos/n_17-grupos_2-i_2.in
928,grupos,BT,0.204733,instancias/grupos/n_16-grupos_12-i_2.in
929,grupos,DP,0.023205,instancias/grupos/n_16-grupos_12-i_2.in
930,grupos,BT,16.719,instancias/grupos/n_28-grupos_16-i_2.in
931,grupos,DP,0.062383,instancias/grupos/n_28-grupos_16-i_2.in
932,grupos,BT,11.1851,instancias/grupos/n_27-grupos_27-i_2.in
933,grupos,DP,0.104758,instancias/grupos/n_27-grupos_27-i_2.in
934,grupos,BT,0.79878,instancias/grupos/n_20-grupos_8-i_1.in
935,grupos,DP,0.024965,instancias/grupos/n_20-grupos_8-i_1.in
936,grupos,BT,5.99636,instancias/grupos/n_25-grupos_18-i_2.in
937,grupos,DP,0.077757,instancias/grupos/n_25-grupos_18-i_2.in
938,grupos,BT,0.045758,instancias/grupos/n_12-grupos_12-i_1.in
939,grupos,DP,0.012344,instancias/grupos/n_12-grupos_12-i_1.in
940,grupos,BT,0.08125,instancias/grupos/n_13-grupos_5-i_1.in
941,grupos,DP,0.010358,instancias/grupos/n_13-grupos_5-i_1.in
942,grupos,BT,3.76822,instancias/grupos/n_24-grupos_4-i_2.in
943,grupos,DP,0.027243,instancias/grupos/n_24-grupos_4-i_2.in
944,grupos,BT,0.008141,instancias/grupos/n_7-grupos_6-i_2.in
945,grupos,DP,0.00381,instancias/grupos/n_7-grupos_6-i_2.in
946,grupos,BT,15.1774,instancias/grupos/n_29-grupos_2-i_1.in
947,grupos,DP,0.015673,instancias/grupos/n_29-grupos_2-i_1.in
948,grupos,BT,1.00209,instancias/grupos/n_20-grupos_10-i_2.in
949,grupos,DP,0.031031,instancias/grupos/n_20-grupos_10-i_2.in
950,grupos,BT,0.365215,instancias/grupos/n_18-grupos_10-i_1.in
951,grupos,DP,0.019963,instancias/grupos/n_18-grupos_10-i_1.in
952,grupos,BT,0.228161,instancias/grupos/n_16-grupos_12-i_0.in
953,grupos,DP,0.020436,instancias/grupos/n_16-grupos_12-i_0.in
954,grupos,BT,5.56414,instancias/grupos/n_24-grupos_16-i_1.in
955,grupos,DP,0.046032,instancias/grupos/n_24-grupos_16-i_1.in
956,grupos,BT,9.91889,instancias/grupos/n_28-grupos_5-i_0.in
957,grupos,DP,0.03594,instancias/grupos/n_28-grupos_5-i_0.in
958,grupos,BT,1.13938,instancias/grupos/n_20-grupos_4-i_0.in
959,grupos,DP,0.015341,instancias/grupos/n_20-grupos_4-i_0.in
960,grupos,BT,2.35798,instancias/grupos/n_22-grupos_7-i_1.in
961,grupos,DP,0.026902,instancias/grupos/n_22-grupos_7-i_1.in
962,grupos,BT,0.007969,instancias/grupos/n_7-grupos_7-i_2.in
963,grupos,DP,0.003565,instancias/grupos/n_7-grupos_7-i_2.in
964,grupos,BT,1.26798,instancias/grupos/n_21-grupos_5-i_1.in
965,grupos,DP,0.019339,instancias/grupos/n_21-grupos_5-i_1.in
966,grupos,BT,4.71828,instancias/grupos/n_24-grupos_20-i_0.in
967,grupos,DP,0.057659,instancias/grupos/n_24-grupos_20-i_0.in
968,grupos,BT,0.020192,instancias/grupos/n_9-grupos_3-i_0.in
969,grupos,DP,0.003514,instancias/grupos/n_9-grupos_3-i_0.in
970,grupos,BT,0.440792,instancias/grupos/n_18-grupos_14-i_0.in
971,grupos,DP,0.028767,instancias/grupos/n_18-grupos_14-i_0.in
972,grupos,BT,26.7301,instancias/grupos/n_29-grupos_23-i_0.in
973,grupos,DP,0.091636,instancias/grupos/n_29-grupos_23-i_0.in
974,grupos,BT,44.9426,instancias/grupos/n_30-grupos_18-i_1.in
975,grupos,DP,0.086612,instancias/grupos/n_30-grupos_18-i_1.in
976,grupos,BT,0.123472,instancias/grupos/n_14-grupos_6-i_1.in
977,grupos,DP,0.008771,instancias/grupos/n_14-grupos_6-i_1.in
978,grupos,BT,2.0721,instancias/grupos/n_22-grupos_2-i_2.in
979,grupos,DP,0.01057,instancias/grupos/n_22-grupos_2-i_2.in
980,grupos,BT,52.9101,instancias/grupos/n_30-grupos_11-i_0.in
981,grupos,DP,0.052772,instancias/grupos/n_30-grupos_11-i_0.in
982,grupos,BT,0.983069,instancias/grupos/n_21-grupos_9-i_0.in
983,grupos,DP,0.030959,instancias/grupos/n_21-grupos_9-i_0.in
984,grupos,BT,19.0996,instancias/grupos/n_28-grupos_15-i_1.in
985,grupos,DP,0.068478,instancias/grupos/n_28-grupos_15-i_1.in
986,grupos,BT,22.6244,instancias/grupos/n_30-grupos_19-i_1.in
987,grupos,DP,0.086346,instancias/grupos/n_30-grupos_19-i_1.in
988,grupos,BT,0.060664,instancias/grupos/n_12-grupos_5-i_2.in
989,grupos,DP,0.007259,instancias/grupos/n_12-grupos_5-i_2.in
990,grupos,BT,0.057277,instancias/grupos/n_13-grupos_3-i_2.in
991,grupos,DP,0.007108,instancias/grupos/n_13-grupos_3-i_2.in
992,grupos,BT,0.186266,instancias/grupos/n_16-grupos_12-i_1.in
993,grupos,DP,0.020858,instancias/grupos/n_16-grupos_12-i_1.in
994,grupos,BT,0.04727,instancias/grupos/n_12-grupos_5-i_0.in
995,grupos,DP,0.00664,instancias/grupos/n_12-grupos_5-i_0.in
996,grupos,BT,0.126592,instancias/grupos/n_15-grupos_7-i_0.in
997,grupos,DP,0.012565,instancias/grupos/n_15-grupos_7-i_0.in
998,grupos,BT,0.086152,instancias/grupos/n_14-grupos_4-i_0.in
999,grupos,DP,0.008582,instancias/grupos/n_14-grupos_4-i_0.in
1000,grupos,BT,0.643022,instancias/grupos/n_18-grupos_9-i_0.in
1001,grupos,DP,0.02421,instancias/grupos/n_18-grupos_9-i_0.in
1002,grupos,BT,2.48296,instancias/grupos/n_22-grupos_15-i_1.in
1003,grupos,DP,0.052083,instancias/grupos/n_22-grupos_15-i_1.in
1004,grupos,BT,26.8706,instancias/grupos/n_30-grupos_28-i_2.in
1005,grupos,DP,0.121501,instancias/grupos/n_30-grupos_28-i_2.in
1006,grupos,BT,0.011278,instancias/grupos/n_8-grupos_1-i_2.in
1007,grupos,DP,0.003334,instancias/grupos/n_8-grupos_1-i_2.in
1008,grupos,BT,3.99371,instancias/grupos/n_26-grupos_1-i_2.in
1009,grupos,DP,0.009429,instancias/grupos/n_26-grupos_1-i_2.in
1010,grupos,BT,0.054307,instancias/grupos/n_13-grupos_3-i_0.in
1011,grupos,DP,0.006671,instancias/grupos/n_13-grupos_3-i_0.in
1012,grupos,BT,0.078434,instancias/grupos/n_13-grupos_1-i_0.in
1013,grupos,DP,0.003568,instancias/grupos/n_13-grupos_1-i_0.in
1014,grupos,BT,0.014789,instancias/grupos/n_9-grupos_2-i_2.in
1015,grupos,DP,0.003813,instancias/grupos/n_9-grupos_2-i_2.in
1016,grupos,BT,3.85034,instancias/grupos/n_24-grupos_3-i_2.in
1017,grupos,DP,0.014238,instancias/grupos/n_24-grupos_3-i_2.in
1018,grupos,BT,2.6681,instancias/grupos/n_24-grupos_16-i_0.in
1019,grupos,DP,0.059162,instancias/grupos/n_24-grupos_16-i_0.in
1020,grupos,BT,0.131636,instancias/grupos/n_14-grupos_4-i_2.in
1021,grupos,DP,0.007832,instancias/grupos/n_14-grupos_4-i_2.in
1022,grupos,BT,10.9736,instancias/grupos/n_26-grupos_8-i_2.in
1023,grupos,DP,0.038018,instancias/grupos/n_26-grupos_8-i_2.in
1024,grupos,BT,0.316116,instancias/grupos/n_16-grupos_15-i_2.in
1025,grupos,DP,0.034829,instancias/grupos/n_16-grupos_15-i_2.in
1026,grupos,BT,17.0074,instancias/grupos/n_27-grupos_4-i_0.in
1027,grupos,DP,0.019652,instancias/grupos/n_27-grupos_4-i_0.in
1028,grupos,BT,15.2022,instancias/grupos/n_28-grupos_16-i_0.in
1029,grupos,DP,0.059218,instancias/grupos/n_28-grupos_16-i_0.in
1030,grupos,BT,1.4466,instancias/grupos/n_21-grupos_7-i_1.in
1031,grupos,DP,0.021286,instancias/grupos/n_21-grupos_7-i_1.in
1032,grupos,BT,4.9552,instancias/grupos/n_23-grupos_22-i_1.in
1033,grupos,DP,0.056143,instancias/grupos/n_23-grupos_22-i_1.in
1034,grupos,BT,7.86884,instancias/grupos/n_27-grupos_25-i_0.in
1035,grupos,DP,0.088036,instancias/grupos/n_27-grupos_25-i_0.in
1036,grupos,BT,0.486272,instancias/grupos/n_17-grupos_3-i_1.in
1037,grupos,DP,0.009328,instancias/grupos/n_17-grupos_3-i_1.in
1038,grupos,BT,13.0298,instancias/grupos/n_29-grupos_7-i_2.in
1039,grupos,DP,0.039879,instancias/grupos/n_29-grupos_7-i_2.in
1040,grupos,BT,3.19795,instancias/grupos/n_24-grupos_18-i_1.in
1041,grupos,DP,0.093399,instancias/grupos/n_24-grupos_18-i_1.in
1042,grupos,BT,13.66,instancias/grupos/n_28-grupos_24-i_0.in
1043,grupos,DP,0.093304,instancias/grupos/n_28-grupos_24-i_0.in
1044,grupos,BT,2.90604,instancias/grupos/n_23-grupos_23-i_0.in
1045,grupos,DP,0.069716,instancias/grupos/n_23-grupos_23-i_0.in
1046,grupos,BT,7.53025,instancias/grupos/n_26-grupos_21-i_2.in
1047,grupos,DP,0.079639,instancias/grupos/n_26-grupos_21-i_2.in
1048,grupos,BT,0.229086,instancias/grupos/n_16-grupos_7-i_0.in
1049,grupos,DP,0.012581,instancias/grupos/n_16-grupos_7-i_0.in
1050,grupos,BT,1.66519,instancias/grupos/n_21-grupos_19-i_1.in
1051,grupos,DP,0.044764,instancias/grupos/n_21-grupos_19-i_1.in
1052,grupos,BT,0.479254,instancias/grupos/n_19-grupos_12-i_0.in
1053,grupos,DP,0.023707,instancias/grupos/n_19-grupos_12-i_0.in
1054,grupos,BT,0.895157,instancias/grupos/n_19-grupos_3-i_1.in
1055,grupos,DP,0.019289,instancias/grupos/n_19-grupos_3-i_1.in
1056,grupos,BT,2.1422,instancias/grupos/n_21-grupos_17-i_0.in
1057,grupos,DP,0.037167,instancias/grupos/n_21-grupos_17-i_0.in
1058,grupos,BT,43.1513,instancias/grupos/n_30-grupos_8-i_1.in
1059,grupos,DP,0.039408,instancias/grupos/n_30-grupos_8-i_1.in
1060,grupos,BT,1.57008,instancias/grupos/n_21-grupos_16-i_1.in
1061,grupos,DP,0.035453,instancias/grupos/n_21-grupos_16-i_1.in
1062,grupos,BT,11.5132,instancias/grupos/n_27-grupos_14-i_2.in
1063,grupos,DP,0.054079,instancias/grupos/n_27-grupos_14-i_2.in
1064,grupos,BT,60.1995,instancias/grupos/n_30-grupos_19-i_2.in
1065,grupos,DP,0.076282,instancias/grupos/n_30-grupos_19-i_2.in
1066,grupos,BT,3.01815,instancias/grupos/n_23-grupos_21-i_1.in
1067,grupos,DP,0.060658,instancias/grupos/n_23-grupos_21-i_1.in
1068,grupos,BT,24.2528,instancias/grupos/n_29-grupos_8-i_2.in
1069,grupos,DP,0.037836,instancias/grupos/n_29-grupos_8-i_2.in
1070,grupos,BT,0.004594,instancias/grupos/n_5-grupos_5-i_0.in
1071,grupos,DP,0.002369,instancias/grupos/n_5-grupos_5-i_0.in
1072,grupos,BT,4.94041,instancias/grupos/n_25-grupos_9-i_1.in
1073,grupos,DP,0.037086,instancias/grupos/n_25-grupos_9-i_1.in
1074,grupos,BT,0.010748,instancias/grupos/n_8-grupos_3-i_1.in
1075,grupos,DP,0.003336,instancias/grupos/n_8-grupos_3-i_1.in
1076,grupos,BT,11.1682,instancias/grupos/n_27-grupos_21-i_1.in
1077,grupos,DP,0.095146,instancias/grupos/n_27-grupos_21-i_1.in
1078,grupos,BT,1.93161,instancias/grupos/n_21-grupos_9-i_2.in
1079,grupos,DP,0.030718,instancias/grupos/n_21-grupos_9-i_2.in
1080,grupos,BT,21.6126,instancias/grupos/n_30-grupos_12-i_1.in
1081,grupos,DP,0.052016,instancias/grupos/n_30-grupos_12-i_1.in
1082,grupos,BT,20.0805,instancias/grupos/n_29-grupos_20-i_0.in
1083,grupos,DP,0.084043,instancias/grupos/n_29-grupos_20-i_0.in
1084,grupos,BT,19.883,instancias/grupos/n_29-grupos_4-i_2.in
1085,grupos,DP,0.023966,instancias/grupos/n_29-grupos_4-i_2.in
1086,grupos,BT,0.043076,instancias/grupos/n_12-grupos_8-i_2.in
1087,grupos,DP,0.008839,instancias/grupos/n_12-grupos_8-i_2.in
1088,grupos,BT,26.5205,instancias/grupos/n_30-grupos_22-i_1.in
1089,grupos,DP,0.095519,instancias/grupos/n_30-grupos_22-i_1.in
1090,grupos,BT,67.7905,instancias/grupos/n_30-grupos_10-i_2.in
1091,grupos,DP,0.052405,instancias/grupos/n_30-grupos_10-i_2.in
1092,grupos,BT,31.8576,instancias/grupos/n_30-grupos_24-i_1.in
1093,grupos,DP,0.100079,instancias/grupos/n_30-grupos_24-i_1.in
1094,grupos,BT,0.331138,instancias/grupos/n_17-grupos_6-i_2.in
1095,grupos,DP,0.012805,instancias/grupos/n_17-grupos_6-i_2.in
1096,grupos,BT,0.903673,instancias/grupos/n_19-grupos_13-i_1.in
1097,grupos,DP,0.024146,instancias/grupos/n_19-grupos_13-i_1.in
1098,grupos,BT,0.526744,instancias/grupos/n_19-grupos_8-i_2.in
1099,grupos,DP,0.020044,instancias/grupos/n_19-grupos_8-i_2.in
1100,grupos,BT,0.154826,instancias/grupos/n_15-grupos_15-i_1.in
1101,grupos,DP,0.021446,instancias/grupos/n_15-grupos_15-i_1.in
1102,grupos,BT,1.13361,instancias/grupos/n_21-grupos_21-i_2.in
1103,grupos,DP,0.047791,instancias/grupos/n_21-grupos_21-i_2.in
1104,grupos,BT,8.88704,instancias/grupos/n_26-grupos_1-i_0.in
1105,grupos,DP,0.008589,instancias/grupos/n_26-grupos_1-i_0.in
1106,grupos,BT,0.191827,instancias/grupos/n_16-grupos_13-i_2.in
1107,grupos,DP,0.021521,instancias/grupos/n_16-grupos_13-i_2.in
1108,grupos,BT,25.0553,instancias/grupos/n_29-grupos_6-i_0.in
1109,grupos,DP,0.032772,instancias/grupos/n_29-grupos_6-i_0.in
1110,grupos,BT,4.8395,instancias/grupos/n_25-grupos_11-i_0.in
1111,grupos,DP,0.043782,instancias/grupos/n_25-grupos_11-i_0.in
1112,grupos,BT,0.075856,instancias/grupos/n_13-grupos_12-i_1.in
1113,grupos,DP,0.015637,instancias/grupos/n_13-grupos_12-i_1.in
1114,grupos,BT,0.254102,instancias/grupos/n_16-grupos_13-i_0.in
1115,grupos,DP,0.018318,instancias/grupos/n_16-grupos_13-i_0.in
1116,grupos,BT,1.34241,instancias/grupos/n_21-grupos_13-i_1.in
1117,grupos,DP,0.038392,instancias/grupos/n_21-grupos_13-i_1.in
1118,grupos,BT,15.4549,instancias/grupos/n_27-grupos_6-i_2.in
1119,grupos,DP,0.044338,instancias/grupos/n_27-grupos_6-i_2.in
1120,grupos,BT,3.97782,instancias/grupos/n_25-grupos_4-i_1.in
1121,grupos,DP,0.017476,instancias/grupos/n_25-grupos_4-i_1.in
1122,grupos,BT,0.007492,instancias/grupos/n_7-grupos_7-i_1.in
1123,grupos,DP,0.004183,instancias/grupos/n_7-grupos_7-i_1.in
1124,grupos,BT,0.0376,instancias/grupos/n_11-grupos_10-i_1.in
1125,grupos,DP,0.010243,instancias/grupos/n_11-grupos_10-i_1.in
1126,grupos,BT,21.5926,instancias/grupos/n_30-grupos_7-i_2.in
1127,grupos,DP,0.034728,instancias/grupos/n_30-grupos_7-i_2.in
1128,grupos,BT,2.79091,instancias/grupos/n_23-grupos_16-i_1.in
1129,grupos,DP,0.047802,instancias/grupos/n_23-grupos_16-i_1.in
1130,grupos,BT,6.89447,instancias/grupos/n_25-grupos_15-i_0.in
1131,grupos,DP,0.047157,instancias/grupos/n_25-grupos_15-i_0.in
1132,grupos,BT,7.32576,instancias/grupos/n_27-grupos_3-i_2.in
1133,grupos,DP,0.01921,instancias/grupos/n_27-grupos_3-i_2.in
1134,grupos,BT,14.3311,instancias/grupos/n_27-grupos_20-i_0.in
1135,grupos,DP,0.08082,instancias/grupos/n_27-grupos_20-i_0.in
1136,grupos,BT,17.4889,instancias/grupos/n_28-grupos_5-i_2.in
1137,grupos,DP,0.036313,instancias/grupos/n_28-grupos_5-i_2.in
1138,grupos,BT,3.80302,instancias/grupos/n_26-grupos_13-i_1.in
1139,grupos,DP,0.047474,instancias/grupos/n_26-grupos_13-i_1.in
1140,grupos,BT,26.2411,instancias/grupos/n_29-grupos_9-i_0.in
1141,grupos,DP,0.040138,instancias/grupos/n_29-grupos_9-i_0.in
1142,grupos,BT,0.336243,instancias/grupos/n_17-grupos_7-i_0.in
1143,grupos,DP,0.01455,instancias/grupos/n_17-grupos_7-i_0.in
1144,grupos,BT,11.3323,instancias/grupos/n_26-grupos_11-i_2.in
1145,grupos,DP,0.037508,instancias/grupos/n_26-grupos_11-i_2.in
1146,grupos,BT,0.010681,instancias/grupos/n_8-grupos_2-i_0.in
1147,grupos,DP,0.003064,instancias/grupos/n_8-grupos_2-i_0.in
1148,grupos,BT,7.39966,instancias/grupos/n_26-grupos_23-i_0.in
1149,grupos,DP,0.086269,instancias/grupos/n_26-grupos_23-i_0.in
1150,grupos,BT,15.2154,instancias/grupos/n_29-grupos_8-i_0.in
1151,grupos,DP,0.037463,instancias/grupos/n_29-grupos_8-i_0.in
1152,grupos,BT,0.01005,instancias/grupos/n_8-grupos_6-i_2.in
1153,grupos,DP,0.014659,instancias/grupos/n_8-grupos_6-i_2.in
1154,grupos,BT,0.892046,instancias/grupos/n_20-grupos_8-i_0.in
1155,grupos,DP,0.024223,instancias/grupos/n_20-grupos_8-i_0.in
1156,grupos,BT,0.01756,instancias/grupos/n_9-grupos_9-i_2.in
1157,grupos,DP,0.006844,instancias/grupos/n_9-grupos_9-i_2.in
1158,grupos,BT,0.077578,instancias/grupos/n_13-grupos_7-i_1.in
1159,grupos,DP,0.009318,instancias/grupos/n_13-grupos_7-i_1.in
1160,grupos,BT,0.014872,instancias/grupos/n_9-grupos_1-i_2.in
1161,grupos,DP,0.003031,instancias/grupos/n_9-grupos_1-i_2.in
1162,grupos,BT,0.009409,instancias/grupos/n_8-grupos_7-i_1.in
1163,grupos,DP,0.004168,instancias/grupos/n_8-grupos_7-i_1.in
1164,grupos,BT,0.859527,instancias/grupos/n_20-grupos_19-i_2.in
1165,grupos,DP,0.050661,instancias/grupos/n_20-grupos_19-i_2.in
1166,grupos,BT,0.452095,instancias/grupos/n_18-grupos_2-i_1.in
1167,grupos,DP,0.007976,instancias/grupos/n_18-grupos_2-i_1.in
1168,grupos,BT,0.006791,instancias/grupos/n_6-grupos_6-i_1.in
1169,grupos,DP,0.003724,instancias/grupos/n_6-grupos_6-i_1.in
1170,grupos,BT,1.75726,instancias/grupos/n_21-grupos_14-i_1.in
1171,grupos,DP,0.031566,instancias/grupos/n_21-grupos_14-i_1.in
1172,grupos,BT,7.56162,instancias/grupos/n_25-grupos_7-i_0.in
1173,grupos,DP,0.027681,instancias/grupos/n_25-grupos_7-i_0.in
1174,grupos,BT,8.20515,instancias/grupos/n_26-grupos_9-i_0.in
1175,grupos,DP,0.035674,instancias/grupos/n_26-grupos_9-i_0.in
1176,grupos,BT,3.68102,instancias/grupos/n_23-grupos_10-i_2.in
1177,grupos,DP,0.034254,instancias/grupos/n_23-grupos_10-i_2.in
1178,grupos,BT,4.77268,instancias/grupos/n_25-grupos_18-i_1.in
1179,grupos,DP,0.083071,instancias/grupos/n_25-grupos_18-i_1.in
1180,grupos,BT,2.01179,instancias/grupos/n_21-grupos_4-i_2.in
1181,grupos,DP,0.012921,instancias/grupos/n_21-grupos_4-i_2.in
1182,grupos,BT,1.01448,instancias/grupos/n_22-grupos_19-i_0.in
1183,grupos,DP,0.053653,instancias/grupos/n_22-grupos_19-i_0.in
1184,grupos,BT,4.98556,instancias/grupos/n_24-grupos_23-i_0.in
1185,grupos,DP,0.108895,instancias/grupos/n_24-grupos_23-i_0.in
1186,grupos,BT,0.007329,instancias/grupos/n_7-grupos_6-i_0.in
1187,grupos,DP,0.00415,instancias/grupos/n_7-grupos_6-i_0.in
1188,grupos,BT,0.025246,instancias/grupos/n_10-grupos_5-i_0.in
1189,grupos,DP,0.006086,instancias/grupos/n_10-grupos_5-i_0.in
1190,grupos,BT,0.057352,instancias/grupos/n_13-grupos_7-i_2.in
1191,grupos,DP,0.009644,instancias/grupos/n_13-grupos_7-i_2.in
1192,grupos,BT,0.004505,instancias/grupos/n_5-grupos_1-i_1.in
1193,grupos,DP,0.002554,instancias/grupos/n_5-grupos_1-i_1.in
1194,grupos,BT,21.6618,instancias/grupos/n_30-grupos_30-i_1.in
1195,grupos,DP,0.180235,instancias/grupos/n_30-grupos_30-i_1.in
1196,grupos,BT,3.68943,instancias/grupos/n_23-grupos_18-i_1.in
1197,grupos,DP,0.0456,instancias/grupos/n_23-grupos_18-i_1.in
1198,grupos,BT,4.91184,instancias/grupos/n_24-grupos_13-i_1.in
1199,grupos,DP,0.038667,instancias/grupos/n_24-grupos_13-i_1.in
1200,grupos,BT,19.0182,instancias/grupos/n_27-grupos_13-i_0.in
1201,grupos,DP,0.064063,instancias/grupos/n_27-grupos_13-i_0.in
1202,grupos,BT,0.456859,instancias/grupos/n_18-grupos_3-i_0.in
1203,grupos,DP,0.009464,instancias/grupos/n_18-grupos_3-i_0.in
1204,grupos,BT,0.820712,instancias/grupos/n_19-grupos_13-i_0.in
1205,grupos,DP,0.027423,instancias/grupos/n_19-grupos_13-i_0.in
1206,grupos,BT,22.7212,instancias/grupos/n_30-grupos_9-i_1.in
1207,grupos,DP,0.043666,instancias/grupos/n_30-grupos_9-i_1.in
1208,grupos,BT,10.9893,instancias/grupos/n_27-grupos_22-i_0.in
1209,grupos,DP,0.091493,instancias/grupos/n_27-grupos_22-i_0.in
1210,grupos,BT,0.089103,instancias/grupos/n_14-grupos_13-i_0.in
1211,grupos,DP,0.015331,instancias/grupos/n_14-grupos_13-i_0.in
1212,grupos,BT,7.2847,instancias/grupos/n_26-grupos_7-i_1.in
1213,grupos,DP,0.031041,instancias/grupos/n_26-grupos_7-i_1.in
1214,grupos,BT,1.66256,instancias/grupos/n_22-grupos_4-i_1.in
1215,grupos,DP,0.018148,instancias/grupos/n_22-grupos_4-i_1.in
1216,grupos,BT,0.783275,instancias/grupos/n_19-grupos_10-i_0.in
1217,grupos,DP,0.032535,instancias/grupos/n_19-grupos_10-i_0.in
1218,grupos,BT,1.05346,instancias/grupos/n_20-grupos_18-i_2.in
1219,grupos,DP,0.067174,instancias/grupos/n_20-grupos_18-i_2.in
1220,grupos,BT,0.703556,instancias/grupos/n_19-grupos_4-i_0.in
1221,grupos,DP,0.014914,instancias/grupos/n_19-grupos_4-i_0.in
1222,grupos,BT,0.058485,instancias/grupos/n_13-grupos_2-i_0.in
1223,grupos,DP,0.00545,instancias/grupos/n_13-grupos_2-i_0.in
1224,grupos,BT,11.4652,instancias/grupos/n_26-grupos_2-i_0.in
1225,grupos,DP,0.012509,instancias/grupos/n_26-grupos_2-i_0.in
1226,grupos,BT,5.43547,instancias/grupos/n_25-grupos_7-i_2.in
1227,grupos,DP,0.032557,instancias/grupos/n_25-grupos_7-i_2.in
1228,grupos,BT,2.63474,instancias/grupos/n_23-grupos_20-i_0.in
1229,grupos,DP,0.051055,instancias/grupos/n_23-grupos_20-i_0.in
1230,grupos,BT,5.55443,instancias/grupos/n_26-grupos_26-i_1.in
1231,grupos,DP,0.104892,instancias/grupos/n_26-grupos_26-i_1.in
1232,grupos,BT,0.116953,instancias/grupos/n_14-grupos_6-i_0.in
1233,grupos,DP,0.01905,instancias/grupos/n_14-grupos_6-i_0.in
1234,grupos,BT,26.372,instancias/grupos/n_30-grupos_27-i_0.in
1235,grupos,DP,0.123178,instancias/grupos/n_30-grupos_27-i_0.in
1236,grupos,BT,0.462859,instancias/grupos/n_18-grupos_2-i_0.in
1237,grupos,DP,0.008666,instancias/grupos/n_18-grupos_2-i_0.in
1238,grupos,BT,5.79142,instancias/grupos/n_25-grupos_1-i_1.in
1239,grupos,DP,0.007891,instancias/grupos/n_25-grupos_1-i_1.in
1240,grupos,BT,0.220941,instancias/grupos/n_15-grupos_2-i_1.in
1241,grupos,DP,0.007199,instancias/grupos/n_15-grupos_2-i_1.in
1242,grupos,BT,18.8079,instancias/grupos/n_29-grupos_6-i_1.in
1243,grupos,DP,0.034356,instancias/grupos/n_29-grupos_6-i_1.in
1244,grupos,BT,0.034613,instancias/grupos/n_11-grupos_5-i_1.in
1245,grupos,DP,0.006161,instancias/grupos/n_11-grupos_5-i_1.in
1246,grupos,BT,2.43636,instancias/grupos/n_23-grupos_1-i_1.in
1247,grupos,DP,0.009278,instancias/grupos/n_23-grupos_1-i_1.in
1248,grupos,BT,1.28552,instancias/grupos/n_22-grupos_12-i_2.in
1249,grupos,DP,0.03553,instancias/grupos/n_22-grupos_12-i_2.in
1250,grupos,BT,1.71823,instancias/grupos/n_22-grupos_18-i_2.in
1251,grupos,DP,0.050117,instancias/grupos/n_22-grupos_18-i_2.in
1252,grupos,BT,1.60542,instancias/grupos/n_22-grupos_10-i_0.in
1253,grupos,DP,0.026957,instancias/grupos/n_22-grupos_10-i_0.in
1254,grupos,BT,0.037964,instancias/grupos/n_11-grupos_8-i_2.in
1255,grupos,DP,0.00954,instancias/grupos/n_11-grupos_8-i_2.in
1256,grupos,BT,0.589299,instancias/grupos/n_18-grupos_7-i_1.in
1257,grupos,DP,0.014908,instancias/grupos/n_18-grupos_7-i_1.in
1258,grupos,BT,0.847652,instancias/grupos/n_21-grupos_10-i_0.in
1259,grupos,DP,0.030817,instancias/grupos/n_21-grupos_10-i_0.in
1260,grupos,BT,0.590345,instancias/grupos/n_19-grupos_12-i_1.in
1261,grupos,DP,0.026893,instancias/grupos/n_19-grupos_12-i_1.in
1262,grupos,BT,1.50039,instancias/grupos/n_22-grupos_20-i_2.in
1263,grupos,DP,0.049796,instancias/grupos/n_22-grupos_20-i_2.in
1264,grupos,BT,12.5687,instancias/grupos/n_28-grupos_12-i_1.in
1265,grupos,DP,0.048133,instancias/grupos/n_28-grupos_12-i_1.in
1266,grupos,BT,0.395144,instancias/grupos/n_18-grupos_18-i_1.in
1267,grupos,DP,0.033984,instancias/grupos/n_18-grupos_18-i_1.in
1268,grupos,BT,6.27818,instancias/grupos/n_27-grupos_12-i_1.in
