,dataset,algorithm,time_ms,instance
845,n-variable,DP,0.294499,instancias/n-variable/30-0.in
846,n-variable,FB,0.04768,instancias/n-variable/10-0.in
847,n-variable,BT,0.017009,instancias/n-variable/10-0.in
848,n-variable,BT-F,0.003905,instancias/n-variable/10-0.in
849,n-variable,BT-O-G,0.080281,instancias/n-variable/10-0.in
850,n-variable,BT-O-C,0.01372,instancias/n-variable/10-0.in
851,n-variable,DP,0.026801,instancias/n-variable/10-0.in
852,n-variable,FB,0.048069,instancias/n-variable/10-1.in
853,n-variable,BT,0.012693,instancias/n-variable/10-1.in
854,n-variable,BT-F,0.003936,instancias/n-variable/10-1.in
855,n-variable,BT-O-G,0.05419,instancias/n-variable/10-1.in
856,n-variable,BT-O-C,0.010833,instancias/n-variable/10-1.in
857,n-variable,DP,0.02586,instancias/n-variable/10-1.in
858,n-variable,FB,1059.85,instancias/n-variable/25-2.in
859,n-variable,BT,0.093132,instancias/n-variable/25-2.in
860,n-variable,BT-F,2.59744,instancias/n-variable/25-2.in
861,n-variable,BT-O-G,1066.85,instancias/n-variable/25-2.in
862,n-variable,BT-O-C,162.153,instancias/n-variable/25-2.in
863,n-variable,DP,0.195142,instancias/n-variable/25-2.in
864,n-variable,FB,35195.3,instancias/n-variable/30-1.in
865,n-variable,BT,9.82206,instancias/n-variable/30-1.in
866,n-variable,BT-F,29.1965,instancias/n-variable/30-1.in
867,n-variable,BT-O-G,74518.7,instancias/n-variable/30-1.in
868,n-variable,BT-O-C,7374.11,instancias/n-variable/30-1.in
869,n-variable,DP,0.288475,instancias/n-variable/30-1.in
870,n-variable,FB,33.9742,instancias/n-variable/20-0.in
871,n-variable,BT,0.10719,instancias/n-variable/20-0.in
872,n-variable,BT-F,0.238755,instancias/n-variable/20-0.in
873,n-variable,BT-O-G,36.4145,instancias/n-variable/20-0.in
874,n-variable,BT-O-C,5.70957,instancias/n-variable/20-0.in
875,n-variable,DP,0.118052,instancias/n-variable/20-0.in
876,n-variable,FB,1.13647,instancias/n-variable/15-2.in
877,n-variable,BT,0.012215,instancias/n-variable/15-2.in
878,n-variable,BT-F,0.02361,instancias/n-variable/15-2.in
879,n-variable,BT-O-G,1.15446,instancias/n-variable/15-2.in
880,n-variable,BT-O-C,0.172145,instancias/n-variable/15-2.in
881,n-variable,DP,0.067422,instancias/n-variable/15-2.in
882,n-variable,FB,32.8573,instancias/n-variable/20-1.in
883,n-variable,BT,0.096437,instancias/n-variable/20-1.in
884,n-variable,BT-F,0.233741,instancias/n-variable/20-1.in
885,n-variable,BT-O-G,34.0615,instancias/n-variable/20-1.in
886,n-variable,BT-O-C,6.42367,instancias/n-variable/20-1.in
887,n-variable,DP,0.121606,instancias/n-variable/20-1.in
888,n-variable,FB,0.003432,instancias/n-variable/5-2.in
889,n-variable,BT,0.006199,instancias/n-variable/5-2.in
890,n-variable,BT-F,0.001751,instancias/n-variable/5-2.in
891,n-variable,BT-O-G,0.006413,instancias/n-variable/5-2.in
892,n-variable,BT-O-C,0.002025,instancias/n-variable/5-2.in
893,n-variable,DP,0.006572,instancias/n-variable/5-2.in
894,n-variable,FB,1.15751,instancias/n-variable/15-1.in
895,n-variable,BT,0.036371,instancias/n-variable/15-1.in
896,n-variable,BT-F,0.024181,instancias/n-variable/15-1.in
897,n-variable,BT-O-G,1.31337,instancias/n-variable/15-1.in
898,n-variable,BT-O-C,0.248988,instancias/n-variable/15-1.in
899,n-variable,DP,0.066225,instancias/n-variable/15-1.in
900,n-variable,FB,33.935,instancias/n-variable/20-2.in
901,n-variable,BT,0.109549,instancias/n-variable/20-2.in
902,n-variable,BT-F,0.244518,instancias/n-variable/20-2.in
903,n-variable,BT-O-G,49.938,instancias/n-variable/20-2.in
904,n-variable,BT-O-C,7.34018,instancias/n-variable/20-2.in
905,n-variable,DP,0.128067,instancias/n-variable/20-2.in
906,n-variable,FB,0.003818,instancias/n-variable/5-1.in
907,n-variable,BT,0.005313,instancias/n-variable/5-1.in
908,n-variable,BT-F,0.001952,instancias/n-variable/5-1.in
909,n-variable,BT-O-G,0.00643,instancias/n-variable/5-1.in
910,n-variable,BT-O-C,0.00265,instancias/n-variable/5-1.in
911,n-variable,DP,0.007203,instancias/n-variable/5-1.in
912,n-variable,FB,1.19742,instancias/n-variable/15-0.in
913,n-variable,BT,0.027451,instancias/n-variable/15-0.in
914,n-variable,BT-F,0.024623,instancias/n-variable/15-0.in
915,n-variable,BT-O-G,1.31458,instancias/n-variable/15-0.in
916,n-variable,BT-O-C,0.226974,instancias/n-variable/15-0.in
917,n-variable,DP,0.071911,instancias/n-variable/15-0.in
918,n-variable,FB,0.003885,instancias/n-variable/5-0.in
919,n-variable,BT,0.005981,instancias/n-variable/5-0.in
920,n-variable,BT-F,0.002885,instancias/n-variable/5-0.in
921,n-variable,BT-O-G,0.006503,instancias/n-variable/5-0.in
922,n-variable,BT-O-C,0.002401,instancias/n-variable/5-0.in
923,n-variable,DP,0.007305,instancias/n-variable/5-0.in
924,n-variable,FB,0.049905,instancias/n-variable/10-2.in
925,n-variable,BT,0.010519,instancias/n-variable/10-2.in
926,n-variable,BT-F,0.004337,instancias/n-variable/10-2.in
927,n-variable,BT-O-G,0.048929,instancias/n-variable/10-2.in
928,n-variable,BT-O-C,0.012887,instancias/n-variable/10-2.in
929,n-variable,DP,0.03544,instancias/n-variable/10-2.in
930,n-variable,FB,1185.66,instancias/n-variable/25-1.in
931,n-variable,BT,0.280407,instancias/n-variable/25-1.in
932,n-variable,BT-F,3.02239,instancias/n-variable/25-1.in
933,n-variable,BT-O-G,1248.74,instancias/n-variable/25-1.in
934,n-variable,BT-O-C,185.364,instancias/n-variable/25-1.in
935,n-variable,DP,0.20169,instancias/n-variable/25-1.in
936,n-variable,FB,32462.7,instancias/n-variable/30-2.in
937,n-variable,BT,1.54483,instancias/n-variable/30-2.in
938,n-variable,BT-F,29.3534,instancias/n-variable/30-2.in
939,n-variable,BT-O-G,61278.3,instancias/n-variable/30-2.in
940,n-variable,BT-O-C,5947.37,instancias/n-variable/30-2.in
941,n-variable,DP,0.328076,instancias/n-variable/30-2.in
942,n-variable,FB,1047.81,instancias/n-variable/25-0.in
943,n-variable,BT,0.08099,instancias/n-variable/25-0.in
944,n-variable,BT-F,2.68994,instancias/n-variable/25-0.in
945,n-variable,BT-O-G,1332.12,instancias/n-variable/25-0.in
946,n-variable,BT-O-C,215.527,instancias/n-variable/25-0.in
947,n-variable,DP,0.192133,instancias/n-variable/25-0.in
