,dataset,algorithm,time_ms,instance
0,control,FB,21.17,instancias/control/n_19-i_1.in
1,control,BT,0.639613,instancias/control/n_19-i_1.in
2,control,BT-F,0.214931,instancias/control/n_19-i_1.in
3,control,BT-O-G,35.0914,instancias/control/n_19-i_1.in
4,control,BT-O-C,4.7961,instancias/control/n_19-i_1.in
5,control,DP,0.19565,instancias/control/n_19-i_1.in
6,control,FB,0.003189,instancias/control/n_5-i_1.in
7,control,BT,0.004232,instancias/control/n_5-i_1.in
8,control,BT-F,0.001952,instancias/control/n_5-i_1.in
9,control,BT-O-G,0.005342,instancias/control/n_5-i_1.in
10,control,BT-O-C,0.002557,instancias/control/n_5-i_1.in
11,control,DP,0.005053,instancias/control/n_5-i_1.in
12,control,FB,0.008261,instancias/control/n_7-i_1.in
13,control,BT,0.007522,instancias/control/n_7-i_1.in
14,control,BT-F,0.002118,instancias/control/n_7-i_1.in
15,control,BT-O-G,0.01159,instancias/control/n_7-i_1.in
16,control,BT-O-C,0.003729,instancias/control/n_7-i_1.in
17,control,DP,0.014068,instancias/control/n_7-i_1.in
18,control,FB,34.6012,instancias/control/n_20-i_0.in
19,control,BT,1.17383,instancias/control/n_20-i_0.in
20,control,BT-F,0.314833,instancias/control/n_20-i_0.in
21,control,BT-O-G,73.1626,instancias/control/n_20-i_0.in
22,control,BT-O-C,9.9049,instancias/control/n_20-i_0.in
23,control,DP,0.223915,instancias/control/n_20-i_0.in
24,control,FB,0.045544,instancias/control/n_10-i_1.in
25,control,BT,0.018133,instancias/control/n_10-i_1.in
26,control,BT-F,0.014161,instancias/control/n_10-i_1.in
27,control,BT-O-G,0.045661,instancias/control/n_10-i_1.in
28,control,BT-O-C,0.011616,instancias/control/n_10-i_1.in
29,control,DP,0.057703,instancias/control/n_10-i_1.in
30,control,FB,126.985,instancias/control/n_22-i_1.in
31,control,BT,1.09161,instancias/control/n_22-i_1.in
32,control,BT-F,0.825269,instancias/control/n_22-i_1.in
33,control,BT-O-G,204.615,instancias/control/n_22-i_1.in
34,control,BT-O-C,27.9789,instancias/control/n_22-i_1.in
35,control,DP,0.279312,instancias/control/n_22-i_1.in
36,control,FB,0.575928,instancias/control/n_14-i_2.in
37,control,BT,0.077043,instancias/control/n_14-i_2.in
38,control,BT-F,0.019206,instancias/control/n_14-i_2.in
39,control,BT-O-G,1.01359,instancias/control/n_14-i_2.in
40,control,BT-O-C,0.137661,instancias/control/n_14-i_2.in
41,control,DP,0.10915,instancias/control/n_14-i_2.in
42,control,FB,0.013921,instancias/control/n_8-i_0.in
43,control,BT,0.009515,instancias/control/n_8-i_0.in
44,control,BT-F,0.002577,instancias/control/n_8-i_0.in
45,control,BT-O-G,0.020635,instancias/control/n_8-i_0.in
46,control,BT-O-C,0.005096,instancias/control/n_8-i_0.in
47,control,DP,0.015256,instancias/control/n_8-i_0.in
48,control,FB,0.024163,instancias/control/n_9-i_2.in
49,control,BT,0.014324,instancias/control/n_9-i_2.in
50,control,BT-F,0.003731,instancias/control/n_9-i_2.in
51,control,BT-O-G,0.035599,instancias/control/n_9-i_2.in
52,control,BT-O-C,0.006956,instancias/control/n_9-i_2.in
53,control,DP,0.026945,instancias/control/n_9-i_2.in
54,control,FB,1.28776,instancias/control/n_15-i_1.in
55,control,BT,0.128434,instancias/control/n_15-i_1.in
56,control,BT-F,0.036583,instancias/control/n_15-i_1.in
57,control,BT-O-G,2.60425,instancias/control/n_15-i_1.in
58,control,BT-O-C,0.411886,instancias/control/n_15-i_1.in
59,control,DP,0.170623,instancias/control/n_15-i_1.in
60,control,FB,8.91391,instancias/control/n_18-i_0.in
61,control,BT,0.634025,instancias/control/n_18-i_0.in
62,control,BT-F,0.142638,instancias/control/n_18-i_0.in
63,control,BT-O-G,21.9088,instancias/control/n_18-i_0.in
64,control,BT-O-C,2.76686,instancias/control/n_18-i_0.in
65,control,DP,0.323267,instancias/control/n_18-i_0.in
66,control,FB,8.57791,instancias/control/n_18-i_2.in
67,control,BT,0.529251,instancias/control/n_18-i_2.in
68,control,BT-F,0.124834,instancias/control/n_18-i_2.in
69,control,BT-O-G,21.2774,instancias/control/n_18-i_2.in
70,control,BT-O-C,2.32784,instancias/control/n_18-i_2.in
71,control,DP,0.169581,instancias/control/n_18-i_2.in
72,control,FB,66.6612,instancias/control/n_21-i_2.in
73,control,BT,1.02946,instancias/control/n_21-i_2.in
74,control,BT-F,0.517064,instancias/control/n_21-i_2.in
75,control,BT-O-G,125.767,instancias/control/n_21-i_2.in
76,control,BT-O-C,17.5773,instancias/control/n_21-i_2.in
77,control,DP,0.312278,instancias/control/n_21-i_2.in
78,control,FB,0.102251,instancias/control/n_11-i_0.in
79,control,BT,0.020809,instancias/control/n_11-i_0.in
80,control,BT-F,0.005996,instancias/control/n_11-i_0.in
81,control,BT-O-G,0.109003,instancias/control/n_11-i_0.in
82,control,BT-O-C,0.022807,instancias/control/n_11-i_0.in
83,control,DP,0.056295,instancias/control/n_11-i_0.in
84,control,FB,253.139,instancias/control/n_23-i_2.in
85,control,BT,1.71791,instancias/control/n_23-i_2.in
86,control,BT-F,1.56833,instancias/control/n_23-i_2.in
87,control,BT-O-G,378.034,instancias/control/n_23-i_2.in
88,control,BT-O-C,49.4174,instancias/control/n_23-i_2.in
89,control,DP,0.357278,instancias/control/n_23-i_2.in
90,control,FB,0.014765,instancias/control/n_8-i_1.in
91,control,BT,0.010978,instancias/control/n_8-i_1.in
92,control,BT-F,0.00256,instancias/control/n_8-i_1.in
93,control,BT-O-G,0.027416,instancias/control/n_8-i_1.in
94,control,BT-O-C,0.006302,instancias/control/n_8-i_1.in
95,control,DP,0.016192,instancias/control/n_8-i_1.in
96,control,FB,32.8856,instancias/control/n_20-i_1.in
97,control,BT,0.457501,instancias/control/n_20-i_1.in
98,control,BT-F,0.349461,instancias/control/n_20-i_1.in
99,control,BT-O-G,38.8061,instancias/control/n_20-i_1.in
100,control,BT-O-C,4.50405,instancias/control/n_20-i_1.in
101,control,DP,0.23492,instancias/control/n_20-i_1.in
102,control,FB,0.014918,instancias/control/n_8-i_2.in
103,control,BT,0.010754,instancias/control/n_8-i_2.in
104,control,BT-F,0.00274,instancias/control/n_8-i_2.in
105,control,BT-O-G,0.025358,instancias/control/n_8-i_2.in
106,control,BT-O-C,0.00673,instancias/control/n_8-i_2.in
107,control,DP,0.014248,instancias/control/n_8-i_2.in
108,control,FB,0.335471,instancias/control/n_13-i_1.in
109,control,BT,0.073639,instancias/control/n_13-i_1.in
110,control,BT-F,0.016501,instancias/control/n_13-i_1.in
111,control,BT-O-G,0.483196,instancias/control/n_13-i_1.in
112,control,BT-O-C,0.096632,instancias/control/n_13-i_1.in
113,control,DP,0.041548,instancias/control/n_13-i_1.in
114,control,FB,0.657021,instancias/control/n_14-i_1.in
115,control,BT,0.125138,instancias/control/n_14-i_1.in
116,control,BT-F,0.019695,instancias/control/n_14-i_1.in
117,control,BT-O-G,1.10244,instancias/control/n_14-i_1.in
118,control,BT-O-C,0.18348,instancias/control/n_14-i_1.in
119,control,DP,0.087958,instancias/control/n_14-i_1.in
120,control,FB,1.31211,instancias/control/n_15-i_0.in
121,control,BT,0.106121,instancias/control/n_15-i_0.in
122,control,BT-F,0.030936,instancias/control/n_15-i_0.in
123,control,BT-O-G,2.39478,instancias/control/n_15-i_0.in
124,control,BT-O-C,0.382666,instancias/control/n_15-i_0.in
125,control,DP,0.123383,instancias/control/n_15-i_0.in
126,control,FB,259.29,instancias/control/n_23-i_1.in
127,control,BT,3.31342,instancias/control/n_23-i_1.in
128,control,BT-F,1.90303,instancias/control/n_23-i_1.in
129,control,BT-O-G,512.292,instancias/control/n_23-i_1.in
130,control,BT-O-C,69.2288,instancias/control/n_23-i_1.in
131,control,DP,0.244728,instancias/control/n_23-i_1.in
132,control,FB,501.389,instancias/control/n_24-i_1.in
133,control,BT,4.86209,instancias/control/n_24-i_1.in
134,control,BT-F,2.28831,instancias/control/n_24-i_1.in
135,control,BT-O-G,969.189,instancias/control/n_24-i_1.in
136,control,BT-O-C,136.922,instancias/control/n_24-i_1.in
137,control,DP,0.271853,instancias/control/n_24-i_1.in
138,control,FB,989.218,instancias/control/n_25-i_1.in
139,control,BT,4.98133,instancias/control/n_25-i_1.in
140,control,BT-F,4.42788,instancias/control/n_25-i_1.in
141,control,BT-O-G,1604.87,instancias/control/n_25-i_1.in
142,control,BT-O-C,222.231,instancias/control/n_25-i_1.in
143,control,DP,0.243456,instancias/control/n_25-i_1.in
144,control,FB,15.2412,instancias/control/n_19-i_2.in
145,control,BT,0.117105,instancias/control/n_19-i_2.in
146,control,BT-F,0.025254,instancias/control/n_19-i_2.in
147,control,BT-O-G,2.50066,instancias/control/n_19-i_2.in
148,control,BT-O-C,5.41556,instancias/control/n_19-i_2.in
149,control,DP,0.032494,instancias/control/n_19-i_2.in
150,control,FB,0.004864,instancias/control/n_6-i_1.in
151,control,BT,0.00686,instancias/control/n_6-i_1.in
152,control,BT-F,0.002383,instancias/control/n_6-i_1.in
153,control,BT-O-G,0.011029,instancias/control/n_6-i_1.in
154,control,BT-O-C,0.004618,instancias/control/n_6-i_1.in
155,control,DP,0.010935,instancias/control/n_6-i_1.in
156,control,FB,3.13902,instancias/control/n_16-i_1.in
157,control,BT,0.115215,instancias/control/n_16-i_1.in
158,control,BT-F,0.052383,instancias/control/n_16-i_1.in
159,control,BT-O-G,2.14268,instancias/control/n_16-i_1.in
160,control,BT-O-C,0.523663,instancias/control/n_16-i_1.in
161,control,DP,0.140025,instancias/control/n_16-i_1.in
162,control,FB,0.51885,instancias/control/n_14-i_0.in
163,control,BT,0.028584,instancias/control/n_14-i_0.in
164,control,BT-F,0.007756,instancias/control/n_14-i_0.in
165,control,BT-O-G,0.088391,instancias/control/n_14-i_0.in
166,control,BT-O-C,0.173289,instancias/control/n_14-i_0.in
167,control,DP,0.01513,instancias/control/n_14-i_0.in
168,control,FB,0.04502,instancias/control/n_10-i_0.in
169,control,BT,0.017554,instancias/control/n_10-i_0.in
170,control,BT-F,0.013799,instancias/control/n_10-i_0.in
171,control,BT-O-G,0.072209,instancias/control/n_10-i_0.in
172,control,BT-O-C,0.013118,instancias/control/n_10-i_0.in
173,control,DP,0.049766,instancias/control/n_10-i_0.in
174,control,FB,127.111,instancias/control/n_22-i_2.in
175,control,BT,1.46804,instancias/control/n_22-i_2.in
176,control,BT-F,0.871423,instancias/control/n_22-i_2.in
177,control,BT-O-G,189.637,instancias/control/n_22-i_2.in
178,control,BT-O-C,22.8597,instancias/control/n_22-i_2.in
179,control,DP,0.32669,instancias/control/n_22-i_2.in
180,control,FB,34.1939,instancias/control/n_20-i_2.in
181,control,BT,0.327136,instancias/control/n_20-i_2.in
182,control,BT-F,0.419841,instancias/control/n_20-i_2.in
183,control,BT-O-G,7.44533,instancias/control/n_20-i_2.in
184,control,BT-O-C,6.2822,instancias/control/n_20-i_2.in
185,control,DP,0.122592,instancias/control/n_20-i_2.in
186,control,FB,0.172699,instancias/control/n_12-i_2.in
187,control,BT,0.032914,instancias/control/n_12-i_2.in
188,control,BT-F,0.010037,instancias/control/n_12-i_2.in
189,control,BT-O-G,0.117626,instancias/control/n_12-i_2.in
190,control,BT-O-C,0.02372,instancias/control/n_12-i_2.in
191,control,DP,0.026669,instancias/control/n_12-i_2.in
192,control,FB,0.003792,instancias/control/n_5-i_2.in
193,control,BT,0.00511,instancias/control/n_5-i_2.in
194,control,BT-F,0.002165,instancias/control/n_5-i_2.in
195,control,BT-O-G,0.006506,instancias/control/n_5-i_2.in
196,control,BT-O-C,0.003239,instancias/control/n_5-i_2.in
197,control,DP,0.007611,instancias/control/n_5-i_2.in
198,control,FB,0.20276,instancias/control/n_12-i_0.in
199,control,BT,0.036335,instancias/control/n_12-i_0.in
200,control,BT-F,0.008031,instancias/control/n_12-i_0.in
201,control,BT-O-G,0.117619,instancias/control/n_12-i_0.in
202,control,BT-O-C,0.043242,instancias/control/n_12-i_0.in
203,control,DP,0.016049,instancias/control/n_12-i_0.in
204,control,FB,2.17836,instancias/control/n_16-i_2.in
205,control,BT,0.18264,instancias/control/n_16-i_2.in
206,control,BT-F,0.056069,instancias/control/n_16-i_2.in
207,control,BT-O-G,4.46241,instancias/control/n_16-i_2.in
208,control,BT-O-C,0.499559,instancias/control/n_16-i_2.in
209,control,DP,0.098102,instancias/control/n_16-i_2.in
210,control,FB,500.586,instancias/control/n_24-i_2.in
211,control,BT,1.40351,instancias/control/n_24-i_2.in
212,control,BT-F,2.14131,instancias/control/n_24-i_2.in
213,control,BT-O-G,510.317,instancias/control/n_24-i_2.in
214,control,BT-O-C,67.7714,instancias/control/n_24-i_2.in
215,control,DP,0.295124,instancias/control/n_24-i_2.in
216,control,FB,0.008191,instancias/control/n_7-i_0.in
217,control,BT,0.00896,instancias/control/n_7-i_0.in
218,control,BT-F,0.002285,instancias/control/n_7-i_0.in
219,control,BT-O-G,0.015352,instancias/control/n_7-i_0.in
220,control,BT-O-C,0.005447,instancias/control/n_7-i_0.in
221,control,DP,0.009201,instancias/control/n_7-i_0.in
222,control,FB,65.1049,instancias/control/n_21-i_1.in
223,control,BT,0.919494,instancias/control/n_21-i_1.in
224,control,BT-F,0.603822,instancias/control/n_21-i_1.in
225,control,BT-O-G,88.4496,instancias/control/n_21-i_1.in
226,control,BT-O-C,10.4231,instancias/control/n_21-i_1.in
227,control,DP,0.207883,instancias/control/n_21-i_1.in
228,control,FB,10.0516,instancias/control/n_18-i_1.in
229,control,BT,0.435987,instancias/control/n_18-i_1.in
230,control,BT-F,0.153493,instancias/control/n_18-i_1.in
231,control,BT-O-G,18.76,instancias/control/n_18-i_1.in
232,control,BT-O-C,2.93436,instancias/control/n_18-i_1.in
233,control,DP,0.204007,instancias/control/n_18-i_1.in
234,control,FB,1.41923,instancias/control/n_15-i_2.in
235,control,BT,0.149059,instancias/control/n_15-i_2.in
236,control,BT-F,0.035467,instancias/control/n_15-i_2.in
237,control,BT-O-G,2.51041,instancias/control/n_15-i_2.in
238,control,BT-O-C,0.343443,instancias/control/n_15-i_2.in
239,control,DP,0.128477,instancias/control/n_15-i_2.in
240,control,FB,0.00486,instancias/control/n_6-i_2.in
241,control,BT,0.004619,instancias/control/n_6-i_2.in
242,control,BT-F,0.002342,instancias/control/n_6-i_2.in
243,control,BT-O-G,0.007745,instancias/control/n_6-i_2.in
244,control,BT-O-C,0.003602,instancias/control/n_6-i_2.in
245,control,DP,0.006421,instancias/control/n_6-i_2.in
246,control,FB,992.658,instancias/control/n_25-i_2.in
247,control,BT,1.78827,instancias/control/n_25-i_2.in
248,control,BT-F,4.11677,instancias/control/n_25-i_2.in
249,control,BT-O-G,428.526,instancias/control/n_25-i_2.in
250,control,BT-O-C,226.132,instancias/control/n_25-i_2.in
251,control,DP,0.161393,instancias/control/n_25-i_2.in
252,control,FB,2.40059,instancias/control/n_16-i_0.in
253,control,BT,0.18599,instancias/control/n_16-i_0.in
254,control,BT-F,0.048875,instancias/control/n_16-i_0.in
255,control,BT-O-G,4.23441,instancias/control/n_16-i_0.in
256,control,BT-O-C,0.585531,instancias/control/n_16-i_0.in
257,control,DP,0.139013,instancias/control/n_16-i_0.in
258,control,FB,0.004045,instancias/control/n_5-i_0.in
259,control,BT,0.0042,instancias/control/n_5-i_0.in
260,control,BT-F,0.001954,instancias/control/n_5-i_0.in
261,control,BT-O-G,0.006114,instancias/control/n_5-i_0.in
262,control,BT-O-C,0.003156,instancias/control/n_5-i_0.in
263,control,DP,0.013139,instancias/control/n_5-i_0.in
264,control,FB,19.4852,instancias/control/n_19-i_0.in
265,control,BT,0.493125,instancias/control/n_19-i_0.in
266,control,BT-F,0.190277,instancias/control/n_19-i_0.in
267,control,BT-O-G,25.5029,instancias/control/n_19-i_0.in
268,control,BT-O-C,3.16857,instancias/control/n_19-i_0.in
269,control,DP,0.142177,instancias/control/n_19-i_0.in
270,control,FB,4.33057,instancias/control/n_17-i_1.in
271,control,BT,0.310052,instancias/control/n_17-i_1.in
272,control,BT-F,0.082963,instancias/control/n_17-i_1.in
273,control,BT-O-G,9.273,instancias/control/n_17-i_1.in
274,control,BT-O-C,1.11023,instancias/control/n_17-i_1.in
275,control,DP,0.130768,instancias/control/n_17-i_1.in
276,control,FB,129.125,instancias/control/n_22-i_0.in
277,control,BT,1.30645,instancias/control/n_22-i_0.in
278,control,BT-F,0.872592,instancias/control/n_22-i_0.in
279,control,BT-O-G,104.535,instancias/control/n_22-i_0.in
280,control,BT-O-C,29.0149,instancias/control/n_22-i_0.in
281,control,DP,0.198416,instancias/control/n_22-i_0.in
282,control,FB,0.008739,instancias/control/n_7-i_2.in
283,control,BT,0.007332,instancias/control/n_7-i_2.in
284,control,BT-F,0.0023,instancias/control/n_7-i_2.in
285,control,BT-O-G,0.012792,instancias/control/n_7-i_2.in
286,control,BT-O-C,0.005126,instancias/control/n_7-i_2.in
287,control,DP,0.018262,instancias/control/n_7-i_2.in
288,control,FB,0.077914,instancias/control/n_11-i_1.in
289,control,BT,0.028579,instancias/control/n_11-i_1.in
290,control,BT-F,0.007361,instancias/control/n_11-i_1.in
291,control,BT-O-G,0.179704,instancias/control/n_11-i_1.in
292,control,BT-O-C,0.020758,instancias/control/n_11-i_1.in
293,control,DP,0.033295,instancias/control/n_11-i_1.in
294,control,FB,0.316857,instancias/control/n_13-i_2.in
295,control,BT,0.079866,instancias/control/n_13-i_2.in
296,control,BT-F,0.014688,instancias/control/n_13-i_2.in
297,control,BT-O-G,0.733052,instancias/control/n_13-i_2.in
298,control,BT-O-C,0.08501,instancias/control/n_13-i_2.in
299,control,DP,0.054637,instancias/control/n_13-i_2.in
300,control,FB,0.005867,instancias/control/n_6-i_0.in
301,control,BT,0.006557,instancias/control/n_6-i_0.in
302,control,BT-F,0.001835,instancias/control/n_6-i_0.in
303,control,BT-O-G,0.008017,instancias/control/n_6-i_0.in
304,control,BT-O-C,0.00267,instancias/control/n_6-i_0.in
305,control,DP,0.013683,instancias/control/n_6-i_0.in
306,control,FB,0.354944,instancias/control/n_13-i_0.in
307,control,BT,0.051272,instancias/control/n_13-i_0.in
308,control,BT-F,0.012629,instancias/control/n_13-i_0.in
309,control,BT-O-G,0.553049,instancias/control/n_13-i_0.in
310,control,BT-O-C,0.111186,instancias/control/n_13-i_0.in
311,control,DP,0.090257,instancias/control/n_13-i_0.in
312,control,FB,0.103332,instancias/control/n_11-i_2.in
313,control,BT,0.028165,instancias/control/n_11-i_2.in
314,control,BT-F,0.006151,instancias/control/n_11-i_2.in
315,control,BT-O-G,0.147842,instancias/control/n_11-i_2.in
316,control,BT-O-C,0.033898,instancias/control/n_11-i_2.in
317,control,DP,0.027816,instancias/control/n_11-i_2.in
318,control,FB,989.865,instancias/control/n_25-i_0.in
319,control,BT,1.98698,instancias/control/n_25-i_0.in
320,control,BT-F,4.28001,instancias/control/n_25-i_0.in
321,control,BT-O-G,905.762,instancias/control/n_25-i_0.in
322,control,BT-O-C,109.617,instancias/control/n_25-i_0.in
323,control,DP,0.39362,instancias/control/n_25-i_0.in
324,control,FB,0.155948,instancias/control/n_12-i_1.in
325,control,BT,0.054281,instancias/control/n_12-i_1.in
326,control,BT-F,0.011758,instancias/control/n_12-i_1.in
327,control,BT-O-G,0.323786,instancias/control/n_12-i_1.in
328,control,BT-O-C,0.034013,instancias/control/n_12-i_1.in
329,control,DP,0.05359,instancias/control/n_12-i_1.in
330,control,FB,4.51565,instancias/control/n_17-i_2.in
331,control,BT,0.364942,instancias/control/n_17-i_2.in
332,control,BT-F,0.073448,instancias/control/n_17-i_2.in
333,control,BT-O-G,7.9551,instancias/control/n_17-i_2.in
334,control,BT-O-C,1.14645,instancias/control/n_17-i_2.in
335,control,DP,0.076334,instancias/control/n_17-i_2.in
336,control,FB,250.051,instancias/control/n_23-i_0.in
337,control,BT,2.39986,instancias/control/n_23-i_0.in
338,control,BT-F,1.32753,instancias/control/n_23-i_0.in
339,control,BT-O-G,417.163,instancias/control/n_23-i_0.in
340,control,BT-O-C,49.2066,instancias/control/n_23-i_0.in
341,control,DP,0.272307,instancias/control/n_23-i_0.in
342,control,FB,0.028851,instancias/control/n_9-i_0.in
343,control,BT,0.016432,instancias/control/n_9-i_0.in
344,control,BT-F,0.00337,instancias/control/n_9-i_0.in
345,control,BT-O-G,0.061772,instancias/control/n_9-i_0.in
346,control,BT-O-C,0.010599,instancias/control/n_9-i_0.in
347,control,DP,0.020618,instancias/control/n_9-i_0.in
348,control,FB,0.052183,instancias/control/n_10-i_2.in
349,control,BT,0.023447,instancias/control/n_10-i_2.in
350,control,BT-F,0.006389,instancias/control/n_10-i_2.in
351,control,BT-O-G,0.07713,instancias/control/n_10-i_2.in
352,control,BT-O-C,0.013294,instancias/control/n_10-i_2.in
353,control,DP,0.026477,instancias/control/n_10-i_2.in
354,control,FB,66.9601,instancias/control/n_21-i_0.in
355,control,BT,1.28183,instancias/control/n_21-i_0.in
356,control,BT-F,0.50665,instancias/control/n_21-i_0.in
357,control,BT-O-G,127.249,instancias/control/n_21-i_0.in
358,control,BT-O-C,18.4145,instancias/control/n_21-i_0.in
359,control,DP,0.298847,instancias/control/n_21-i_0.in
360,control,FB,4.58484,instancias/control/n_17-i_0.in
361,control,BT,0.269953,instancias/control/n_17-i_0.in
362,control,BT-F,0.088842,instancias/control/n_17-i_0.in
363,control,BT-O-G,7.95364,instancias/control/n_17-i_0.in
364,control,BT-O-C,1.01633,instancias/control/n_17-i_0.in
365,control,DP,0.18015,instancias/control/n_17-i_0.in
366,control,FB,0.02446,instancias/control/n_9-i_1.in
367,control,BT,0.012668,instancias/control/n_9-i_1.in
368,control,BT-F,0.003599,instancias/control/n_9-i_1.in
369,control,BT-O-G,0.063843,instancias/control/n_9-i_1.in
370,control,BT-O-C,0.010356,instancias/control/n_9-i_1.in
371,control,DP,0.03541,instancias/control/n_9-i_1.in
372,control,FB,498.257,instancias/control/n_24-i_0.in
373,control,BT,6.38241,instancias/control/n_24-i_0.in
374,control,BT-F,2.22303,instancias/control/n_24-i_0.in
375,control,BT-O-G,1020.04,instancias/control/n_24-i_0.in
376,control,BT-O-C,135.938,instancias/control/n_24-i_0.in
377,control,DP,0.347563,instancias/control/n_24-i_0.in
378,grupos,BT,0.129837,instancias/grupos/n_14-grupos_13-i_2.in
379,grupos,DP,0.015321,instancias/grupos/n_14-grupos_13-i_2.in
380,grupos,BT,0.004719,instancias/grupos/n_5-grupos_4-i_1.in
381,grupos,DP,0.002911,instancias/grupos/n_5-grupos_4-i_1.in
382,grupos,BT,0.977604,instancias/grupos/n_21-grupos_20-i_0.in
383,grupos,DP,0.04829,instancias/grupos/n_21-grupos_20-i_0.in
384,grupos,BT,0.691443,instancias/grupos/n_18-grupos_6-i_0.in
385,grupos,DP,0.013465,instancias/grupos/n_18-grupos_6-i_0.in
386,grupos,BT,5.4173,instancias/grupos/n_24-grupos_13-i_0.in
387,grupos,DP,0.039899,instancias/grupos/n_24-grupos_13-i_0.in
388,grupos,BT,2.08028,instancias/grupos/n_23-grupos_14-i_2.in
389,grupos,DP,0.037483,instancias/grupos/n_23-grupos_14-i_2.in
390,grupos,BT,1.08472,instancias/grupos/n_20-grupos_5-i_2.in
391,grupos,DP,0.025449,instancias/grupos/n_20-grupos_5-i_2.in
392,grupos,BT,1.8516,instancias/grupos/n_23-grupos_20-i_1.in
393,grupos,DP,0.052329,instancias/grupos/n_23-grupos_20-i_1.in
394,grupos,BT,0.011182,instancias/grupos/n_8-grupos_1-i_1.in
395,grupos,DP,0.00286,instancias/grupos/n_8-grupos_1-i_1.in
396,grupos,BT,0.408541,instancias/grupos/n_18-grupos_10-i_0.in
397,grupos,DP,0.023836,instancias/grupos/n_18-grupos_10-i_0.in
398,grupos,BT,3.31655,instancias/grupos/n_23-grupos_13-i_0.in
399,grupos,DP,0.047812,instancias/grupos/n_23-grupos_13-i_0.in
400,grupos,BT,0.021251,instancias/grupos/n_10-grupos_4-i_1.in
401,grupos,DP,0.005021,instancias/grupos/n_10-grupos_4-i_1.in
402,grupos,BT,2.17159,instancias/grupos/n_23-grupos_9-i_2.in
403,grupos,DP,0.02822,instancias/grupos/n_23-grupos_9-i_2.in
404,grupos,BT,0.054038,instancias/grupos/n_11-grupos_4-i_1.in
405,grupos,DP,0.006595,instancias/grupos/n_11-grupos_4-i_1.in
406,grupos,BT,0.012334,instancias/grupos/n_8-grupos_4-i_2.in
407,grupos,DP,0.003664,instancias/grupos/n_8-grupos_4-i_2.in
408,grupos,BT,1.44225,instancias/grupos/n_21-grupos_18-i_0.in
409,grupos,DP,0.04968,instancias/grupos/n_21-grupos_18-i_0.in
410,grupos,BT,3.35702,instancias/grupos/n_23-grupos_16-i_0.in
411,grupos,DP,0.04085,instancias/grupos/n_23-grupos_16-i_0.in
412,grupos,BT,0.187069,instancias/grupos/n_16-grupos_4-i_2.in
413,grupos,DP,0.008338,instancias/grupos/n_16-grupos_4-i_2.in
414,grupos,BT,0.223437,instancias/grupos/n_16-grupos_1-i_1.in
415,grupos,DP,0.008059,instancias/grupos/n_16-grupos_1-i_1.in
416,grupos,BT,0.831228,instancias/grupos/n_21-grupos_12-i_0.in
417,grupos,DP,0.037884,instancias/grupos/n_21-grupos_12-i_0.in
418,grupos,BT,6.9796,instancias/grupos/n_25-grupos_23-i_0.in
419,grupos,DP,0.101635,instancias/grupos/n_25-grupos_23-i_0.in
420,grupos,BT,0.718056,instancias/grupos/n_20-grupos_16-i_1.in
421,grupos,DP,0.033647,instancias/grupos/n_20-grupos_16-i_1.in
422,grupos,BT,0.638777,instancias/grupos/n_18-grupos_13-i_2.in
423,grupos,DP,0.027975,instancias/grupos/n_18-grupos_13-i_2.in
424,grupos,BT,3.51926,instancias/grupos/n_24-grupos_23-i_2.in
425,grupos,DP,0.072965,instancias/grupos/n_24-grupos_23-i_2.in
426,grupos,BT,0.198327,instancias/grupos/n_16-grupos_14-i_1.in
427,grupos,DP,0.020932,instancias/grupos/n_16-grupos_14-i_1.in
428,grupos,BT,3.04717,instancias/grupos/n_24-grupos_2-i_1.in
429,grupos,DP,0.011866,instancias/grupos/n_24-grupos_2-i_1.in
430,grupos,BT,0.038129,instancias/grupos/n_12-grupos_1-i_2.in
431,grupos,DP,0.003771,instancias/grupos/n_12-grupos_1-i_2.in
432,grupos,BT,0.011172,instancias/grupos/n_8-grupos_4-i_0.in
433,grupos,DP,0.003501,instancias/grupos/n_8-grupos_4-i_0.in
434,grupos,BT,0.678522,instancias/grupos/n_19-grupos_7-i_1.in
435,grupos,DP,0.015687,instancias/grupos/n_19-grupos_7-i_1.in
436,grupos,BT,0.03169,instancias/grupos/n_11-grupos_11-i_2.in
437,grupos,DP,0.01033,instancias/grupos/n_11-grupos_11-i_2.in
438,grupos,BT,0.642678,instancias/grupos/n_20-grupos_2-i_2.in
439,grupos,DP,0.009294,instancias/grupos/n_20-grupos_2-i_2.in
440,grupos,BT,0.008326,instancias/grupos/n_7-grupos_1-i_1.in
441,grupos,DP,0.002681,instancias/grupos/n_7-grupos_1-i_1.in
442,grupos,BT,0.046344,instancias/grupos/n_12-grupos_8-i_1.in
443,grupos,DP,0.008666,instancias/grupos/n_12-grupos_8-i_1.in
444,grupos,BT,0.48266,instancias/grupos/n_19-grupos_12-i_2.in
445,grupos,DP,0.023595,instancias/grupos/n_19-grupos_12-i_2.in
446,grupos,BT,0.095344,instancias/grupos/n_14-grupos_14-i_0.in
447,grupos,DP,0.016452,instancias/grupos/n_14-grupos_14-i_0.in
448,grupos,BT,0.094982,instancias/grupos/n_14-grupos_6-i_2.in
449,grupos,DP,0.010801,instancias/grupos/n_14-grupos_6-i_2.in
450,grupos,BT,0.624907,instancias/grupos/n_18-grupos_8-i_2.in
